food_id,meal_name,base_name,meal_type,category,cuisine,portion_profile,ingredients,variant_addons,allergens,condition_flags,cross_contamination_risks,cultural_flags,fodmap_level,acidity_level,glycemic_index,nutrition_source,nutrition_source_ids,nutrition_source_ingredients,nutrition_source_unmapped_ingredients,nutrition_source_fdc_ids,clinical_rule_sources,source_rule_matches,allergen_rule_source,source_confidence,source_note,vegetarian,vegan,pescatarian,contains_dairy,contains_gluten,contains_tree_nuts,contains_peanuts,contains_shellfish,contains_soy,contains_sesame,contains_eggs,contains_pork,contains_beef,contains_meat,contains_fish,contains_honey,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,potassium_mg,magnesium_mg,sodium_mg,omega3_g,dedup_signature
NUTRI-04686,Salmon quinoa greens plate - fresh athlete variant 4686,Salmon quinoa greens plate,Lunch,fish plate,Mediterranean,athlete (1.18x),salmon; quinoa; spinach; cucumber; blueberries,blueberry side,,,,,low,low,44.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; FDC:168917; FDC:2709614; USDA-REF-868D099240; FDC:2709275,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); spinach->spinach (FDC:2709614; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:168917; FDC:2709614; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,861.4,50.74,84.96,35.4,12.98,5.192,233.64,5.664,14.16,3.304,1374.7,227.74,391.76,3.658,179c7b3745b5b0f2
NUTRI-04687,Vegetable rice noodle bowl - comfort high energy variant 4687,Vegetable rice noodle bowl,Lunch,noodle bowl,Vietnamese,high energy (1.12x),rice noodles; tofu-free vegetables; cucumber; mint; avocado; spinach; garlic; onion,"avocado, spinach, garlic onion relish",,high fodmap,,,high,low,52.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-2F62AB51B8; USDA-REF-52F2C7C455; USDA-REF-868D099240; USDA-REF-16D0D8EDEA; USDA-REF-FDB7388828; FDC:2709614; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23,rice noodles->rice noodles (USDA-REF-2F62AB51B8; offline_reference_used_after_api_http_error_429); tofu-free vegetables->tofu free vegetables (USDA-REF-52F2C7C455; offline_reference_used_after_api_http_error_429); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); mint->mint (USDA-REF-16D0D8EDEA; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429),,FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:garlic=high; FODMAP:onion=high; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,862.4,25.76,122.08,30.24,17.92,6.384,341.6,0.896,3.808,3.808,1629.6,235.2,442.4,0.672,c60088f04f57789e
NUTRI-04688,Cod potato herb plate - weeknight recovery variant 4688,Cod potato herb plate,Dinner,fish plate,Nordic,recovery (1.15x),cod; potato; green beans; olive oil; pumpkin seeds,pumpkin seeds,,,gluten,,low,low,54.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-83F677838F; USDA-REF-3E2E95F5AD; USDA-REF-E665F3672B; USDA-REF-6AA3C4572C; USDA-REF-F42D2F8575,cod->cod (USDA-REF-83F677838F; offline_reference_used_after_api_http_error_429); potato->potato (USDA-REF-3E2E95F5AD; offline_reference_used_after_api_http_error_429); green beans->green beans (USDA-REF-E665F3672B; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,885.5,58.65,83.95,33.35,11.5,5.52,201.25,3.91,5.175,4.6,1667.5,264.5,362.25,1.035,37e4a8a46021ee6e
NUTRI-04689,Low sodium salmon sweet potato - training hearty variant 4689,Low sodium salmon sweet potato,Dinner,fish plate,American,hearty (1.06x),salmon; sweet potato; kale; olive oil; parsley; dill; pumpkin seeds,"low sodium herb sauce, pumpkin seeds",,,,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; USDA-REF-2BB35AD78C; USDA-REF-17BFAB9228; USDA-REF-6AA3C4572C; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-F42D2F8575,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); sweet potato->sweet potato (USDA-REF-2BB35AD78C; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,922.2,50.88,72.08,47.7,12.72,6.042,291.5,5.512,13.78,4.982,1685.4,291.5,365.7,3.604,a9735bf1217eca17
NUTRI-04690,Egg and quinoa stuffed peppers - protein balanced variant 4690,Egg and quinoa stuffed peppers,Dinner,stuffed vegetable,Mediterranean,balanced (1.00x),egg; quinoa; bell pepper; spinach; almonds,almond crunch,tree nuts; eggs,,,,low,low,45.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:2707152; FDC:168917; USDA-REF-7B2CF3F9DC; FDC:2709614; USDA-REF-5B14DCD94B,egg->egg (FDC:2707152; api_match); quinoa->quinoa (FDC:168917; api_match); bell pepper->bell pepper (USDA-REF-7B2CF3F9DC; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); almonds->almonds (USDA-REF-5B14DCD94B; offline_reference_used_after_api_http_error_429),,FDC:2707152; FDC:168917; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:eggs; FDA allergen:tree nuts; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,750.0,35.0,70.0,34.0,14.0,6.1,315.0,1.6,3.8,4.0,1140.0,260.0,311.0,0.4,02b21b30701ae66e
NUTRI-04691,Buckwheat hemp berry bowl - market steady variant 4691,Buckwheat hemp berry bowl,Breakfast,grain bowl,Nordic,steady (0.96x),buckwheat; hemp hearts; blueberries; fortified oat milk; greek yogurt; honey,"greek yogurt scoop, fortified oat milk, honey glaze",dairy; honey,added sugar; high fodmap; high gi,,,high,low,58.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-DB884EA5AD; USDA-REF-720C0F9331; FDC:2709275; FDC:173904; FDC:2705441; USDA-REF-9D75342C10,buckwheat->buckwheat (USDA-REF-DB884EA5AD; offline_reference_used_after_api_http_error_429); hemp hearts->hemp hearts (USDA-REF-720C0F9331; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match); greek yogurt->greek yogurt (FDC:2705441; api_match); honey->honey (USDA-REF-9D75342C10; offline_reference_used_after_api_http_error_429),,FDC:2709275; FDC:173904; FDC:2705441,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:milk/dairy; FODMAP:honey=high; FODMAP:wheat=high; GI:honey=high/added sugar,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,633.6,32.64,89.28,18.24,10.56,4.512,758.4,3.168,12.48,4.128,960.0,193.92,288.0,1.056,5540dc8ffe118a22
NUTRI-04692,Brown rice edamame-free poke - mineral standard variant 4692,Brown rice edamame-free poke,Lunch,rice bowl,Hawaiian,standard (0.90x),brown rice; cucumber; carrot; seaweed; hemp hearts; wheat pita; nutritional yeast,"wheat pita, nutritional yeast",gluten,high fodmap,,,high,low,51.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:2512380; USDA-REF-868D099240; USDA-REF-D8BFAD4B74; USDA-REF-3B9790FF63; USDA-REF-720C0F9331; USDA-REF-D593A5E296; USDA-REF-F1FD05F9B3,brown rice->brown rice (FDC:2512380; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); seaweed->seaweed (USDA-REF-3B9790FF63; offline_reference_used_after_api_http_error_429); hemp hearts->hemp hearts (USDA-REF-720C0F9331; offline_reference_used_after_api_http_error_429); wheat pita->wheat pita (USDA-REF-D593A5E296; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429),,FDC:2512380,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:wheat/gluten; FODMAP:rice=low; FODMAP:wheat=high,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,720.0,29.7,108.0,18.9,15.3,6.75,247.5,2.88,2.7,5.13,972.0,202.5,580.5,0.54,a7ca36f55b70d819
NUTRI-04693,Stuffed acorn squash quinoa - fiber athlete variant 4693,Stuffed acorn squash quinoa,Dinner,stuffed vegetable,American,athlete (1.18x),acorn squash; quinoa; kale; cranberries; pumpkin seeds; spinach; fortified oat milk; avocado,"spinach, fortified oat milk, avocado",,,gluten,,low,low,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-1F1D06AAC0; FDC:168917; USDA-REF-17BFAB9228; USDA-REF-C103D26AA4; USDA-REF-F42D2F8575; FDC:2709614; FDC:173904; USDA-REF-FDB7388828,acorn squash->acorn squash (USDA-REF-1F1D06AAC0; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); cranberries->cranberries (USDA-REF-C103D26AA4; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709614; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1050.2,36.58,126.26,46.02,28.32,9.676,708.0,2.36,11.328,6.726,2283.3,371.7,495.6,0.826,6fb7026b9e124681
NUTRI-04694,Herbed trout millet dinner - protein clinic standard variant 4694,Herbed trout millet dinner,Dinner,fish plate,Nordic,clinic standard (0.94x),trout; millet; green beans; dill; olive oil; parsley,low sodium herb sauce,,,tree nuts,,low,low,47.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7196F1501F; USDA-REF-7275CFFBBC; USDA-REF-E665F3672B; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C; USDA-REF-62021EC709,trout->trout (USDA-REF-7196F1501F; offline_reference_used_after_api_http_error_429); millet->millet (USDA-REF-7275CFFBBC; offline_reference_used_after_api_http_error_429); green beans->green beans (USDA-REF-E665F3672B; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,714.4,42.3,61.1,31.96,8.46,3.948,188.0,5.076,9.87,2.82,1090.4,155.1,329.0,2.538,50d99b5757aa4264
NUTRI-04695,Quinoa banana breakfast bowl - garden standard variant 4695,Quinoa banana breakfast bowl,Breakfast,grain bowl,American,standard (0.90x),quinoa; banana; chia; fortified oat milk; garlic; onion,garlic onion relish,,high fodmap,,,high,low,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:168917; FDC:2709224; FDC:2710819; FDC:173904; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23,quinoa->quinoa (FDC:168917; api_match); banana->banana (FDC:2709224; api_match); chia->chia (FDC:2710819; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709224; FDC:2710819; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:garlic=high; FODMAP:onion=high; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,418.5,14.4,66.6,10.8,10.8,3.78,319.5,0.99,4.05,2.52,756.0,148.5,180.0,1.08,2b2f255925520b51
NUTRI-04696,Millet peanut porridge - balanced light variant 4696,Millet peanut porridge,Breakfast,porridge,West African,light (0.84x),millet; peanut butter; banana; flax; tomato; lime; orange; avocado; spinach,"tomato citrus salsa, avocado, spinach",peanuts,reflux trigger,,,low,high,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7275CFFBBC; USDA-REF-42820C10B1; FDC:2709224; USDA-REF-031AD55DEB; USDA-REF-321F6B7E8B; USDA-REF-CBD777D761; USDA-REF-EF0EBBB772; USDA-REF-FDB7388828; FDC:2709614,millet->millet (USDA-REF-7275CFFBBC; offline_reference_used_after_api_http_error_429); peanut butter->peanut butter (USDA-REF-42820C10B1; offline_reference_used_after_api_http_error_429); banana->banana (FDC:2709224; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); tomato->tomato (USDA-REF-321F6B7E8B; offline_reference_used_after_api_http_error_429); lime->lime (USDA-REF-CBD777D761; offline_reference_used_after_api_http_error_429); orange->orange (USDA-REF-EF0EBBB772; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match),,FDC:2709224; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:peanuts; GERD:citrus; GERD:tomato,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,529.2,18.48,64.68,23.52,15.96,4.956,218.4,0.0,0.0,3.192,1205.4,199.08,201.6,1.68,e8520db53b381ad1
NUTRI-04697,Low FODMAP tofu rice bowl - clinic recovery variant 4697,Low FODMAP tofu rice bowl,Lunch,rice bowl,Japanese,recovery (1.15x),firm tofu; white rice; carrot; zucchini; ginger; soy sauce; parsley; dill; olive oil,"soy sauce glaze, low sodium herb sauce",soy,high sodium,,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4BEE485A93; USDA-REF-B0318FD453; USDA-REF-D8BFAD4B74; USDA-REF-3A8F2CA363; USDA-REF-92119E2C63; USDA-REF-731669EE1D; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C,firm tofu->firm tofu (USDA-REF-4BEE485A93; offline_reference_used_after_api_http_error_429); white rice->white rice (USDA-REF-B0318FD453; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); zucchini->zucchini (USDA-REF-3A8F2CA363; offline_reference_used_after_api_http_error_429); ginger->ginger (USDA-REF-92119E2C63; offline_reference_used_after_api_http_error_429); soy sauce->soy sauce (USDA-REF-731669EE1D; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:soy; FODMAP:firm tofu=low; FODMAP:rice=low; GI:white rice=higher,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,810.75,36.8,95.45,29.9,9.2,7.59,592.25,0.92,5.75,4.14,1150.0,218.5,1299.5,1.035,2af603f1c9905e0c
NUTRI-04698,Lentil quinoa power bowl - herb standard variant 4698,Lentil quinoa power bowl,Lunch,legume bowl,Middle Eastern,standard (0.90x),lentils; quinoa; kale; tahini; parsley; dill; olive oil; chia; flax,"low sodium herb sauce, chia flax mix",sesame,,gluten,,medium,low,39.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-90F3FF575D; FDC:168917; USDA-REF-17BFAB9228; USDA-REF-210987CA1F; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C; FDC:2710819; USDA-REF-031AD55DEB,lentils->lentils (USDA-REF-90F3FF575D; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); tahini->tahini (USDA-REF-210987CA1F; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2710819,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:sesame; FODMAP:lentils=medium; FODMAP:quinoa=low; GI:lentils=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,702.0,28.8,79.2,28.8,22.5,7.83,306.0,0.0,0.0,5.04,1152.0,261.0,310.5,2.16,5c61693ceaadcfbe
NUTRI-04699,Turkey lettuce rice bowl - weeknight clinic standard variant 4699,Turkey lettuce rice bowl,Lunch,protein bowl,American,clinic standard (0.94x),turkey; brown rice; lettuce; carrot; honey,honey glaze,honey,added sugar; high fodmap; high gi,,,high,low,63.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-5009C8E190; FDC:2512380; USDA-REF-52A7C2B11B; USDA-REF-D8BFAD4B74; USDA-REF-9D75342C10,turkey->turkey (USDA-REF-5009C8E190; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); lettuce->lettuce (USDA-REF-52A7C2B11B; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); honey->honey (USDA-REF-9D75342C10; offline_reference_used_after_api_http_error_429),,FDC:2512380,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:honey=high; FODMAP:rice=low; GI:honey=high/added sugar,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,639.2,39.48,76.14,16.92,6.58,3.102,131.6,1.128,0.188,3.948,808.4,122.2,366.6,0.094,f57fe63670f8b01a
